,selling_price,make,model,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
12674,10.9,Honda,City i VTEC VX,5.0,Dealer,16000,Petrol,Manual,17.4,1497.0,117.3,5.0
12675,7.5,Mahindra,Thar 4X4,9.0,Dealer,64000,Diesel,Manual,16.55,2498.0,105.0,7.0
12676,13.5,BMW,5 Series 520d,12.0,Dealer,69000,Diesel,Automatic,18.48,1995.0,177.0,5.0
12677,16.8,Toyota,Fortuner 4x2 AT,10.0,Dealer,61000,Diesel,Automatic,12.55,2982.0,168.5,7.0
12678,4.2,Maruti,Swift Dzire VXI,10.0,Dealer,45000,Petrol,Manual,19.1,1197.0,85.8,5.0
12679,4.85,Hyundai,i20 Sportz 1.4 CRDi,9.0,Dealer,48300,Diesel,Manual,22.54,1396.0,88.73,5.0
12680,7.0,Maruti,Ciaz ZDi Plus SHVS,7.0,Dealer,47000,Diesel,Manual,28.09,1248.0,88.5,5.0
12681,7.45,Maruti,Swift Dzire AMT ZXI Plus,6.0,Dealer,9313,Petrol,Automatic,21.21,1197.0,81.8,5.0
12682,3.5,Honda,City S,13.0,Dealer,58568,Petrol,Manual,16.8,1497.0,116.4,5.0
12683,8.0,Honda,Amaze V CVT Diesel,5.0,Dealer,68000,Diesel,Automatic,21.0,1498.0,78.9,5.0
12684,4.0,Honda,Civic 1.8 S MT,13.0,Individual,70000,Petrol,Manual,14.8,1799.0,130.2,5.0
12685,3.5,Maruti,Swift VDI,11.0,Dealer,50000,Diesel,Manual,22.9,1248.0,74.0,5.0
12686,3.01,Maruti,Ritz VDi,10.0,Dealer,56500,Diesel,Manual,23.2,1248.0,73.94,5.0
12687,4.25,Maruti,Ertiga VXI,12.0,Dealer,70000,Petrol,Manual,16.02,1373.0,93.7,7.0
12688,4.65,Volkswagen,Polo 2015-2019 1.2 MPI Highline,9.0,Dealer,65869,Petrol,Manual,16.2,1199.0,74.0,5.0
12689,6.6,Honda,City i VTEC SV,8.0,Individual,50000,Petrol,Manual,17.8,1497.0,117.3,5.0
12690,2.45,Maruti,Wagon R CNG LXI,10.0,Dealer,51000,CNG,Manual,32.52,998.0,58.33,5.0
12691,2.1,Maruti,Swift Dzire ZXi,15.0,Dealer,68000,Petrol,Manual,17.5,1298.0,85.8,5.0
12692,5.75,Honda,City i DTEC SV,9.0,Dealer,63000,Diesel,Manual,26.0,1498.0,98.6,5.0
12693,4.5,Hyundai,Grand i10 Magna,7.0,Dealer,32891,Petrol,Manual,18.9,1197.0,82.0,5.0
12694,9.6,Mahindra,Scorpio 1.99 S8,8.0,Dealer,51000,Diesel,Manual,15.4,1997.0,120.0,7.0
12695,13.75,Honda,CR-V 2.0L 2WD AT,9.0,Dealer,80000,Petrol,Automatic,13.7,1997.0,153.86,5.0
12696,4.4,Toyota,Etios Liva 1.4 GD,9.0,Dealer,61000,Diesel,Manual,23.59,1364.0,67.04,5.0
12697,8.25,Hyundai,Creta 1.6 CRDi SX,8.0,Dealer,72000,Diesel,Manual,19.67,1582.0,126.2,5.0
12698,5.5,Maruti,Baleno Delta 1.2,7.0,Individual,23000,Petrol,Manual,21.4,1197.0,83.1,5.0
12699,4.15,Renault,Duster 110PS Diesel RxZ,11.0,Dealer,58000,Diesel,Manual,19.01,1461.0,108.45,5.0
12700,17.5,Jaguar,XF 2.2 Litre Luxury,11.0,Dealer,66000,Diesel,Automatic,16.36,2179.0,187.7,5.0
12701,0.9,Honda,City 1.3 EXI,18.0,Dealer,57526,Petrol,Manual,13.0,1343.0,90.0,5.0
12702,17.9,Toyota,Innova Crysta 2016-2020 2.7 ZX AT BSIV,6.0,Dealer,48000,Petrol,Automatic,10.75,2694.0,163.7,7.0
12703,1.4,Maruti,Zen Estilo LXI BS IV,16.0,Dealer,63000,Petrol,Manual,19.0,998.0,67.1,5.0
12704,24.5,Mercedes-Benz,M-Class ML 250 CDI,10.0,Dealer,64000,Diesel,Automatic,15.26,2143.0,203.2,5.0
12705,5.65,BMW,3 Series 320i,15.0,Dealer,74000,Petrol,Automatic,12.05,1995.0,154.0,5.0
12706,5.75,Maruti,Swift VXI,4.0,Dealer,35000,Petrol,Manual,22.0,1197.0,81.8,5.0
12707,4.75,Toyota,Corolla Altis GL,12.0,Dealer,73001,Petrol,Manual,14.53,1798.0,138.1,5.0
12708,3.49,Honda,City 1.5 V MT,13.0,Dealer,39000,Petrol,Manual,17.0,1497.0,118.0,5.0
12709,7.9,Mahindra,XUV500 W6 2WD,9.0,Dealer,58000,Diesel,Manual,16.0,2179.0,140.0,7.0
12710,2.45,Ford,Figo Diesel LXI,11.0,Dealer,76091,Diesel,Manual,20.0,1399.0,68.05,5.0
12711,2.95,Maruti,Alto 800 CNG LXI,8.0,Dealer,30265,CNG,Manual,30.46,796.0,47.3,5.0
12712,6.5,Toyota,Innova 2.5 G (Diesel) 7 Seater,12.0,Dealer,39000,Diesel,Manual,12.99,2494.0,100.0,7.0
12713,3.25,Honda,Jazz X,12.0,Dealer,40383,Petrol,Manual,16.7,1198.0,88.8,5.0
12714,3.6,Honda,City 1.5 S MT,13.0,Dealer,70778,Petrol,Manual,17.0,1497.0,118.0,5.0
12715,6.15,Maruti,Baleno Delta Diesel,6.0,Dealer,32000,Diesel,Manual,27.39,1248.0,74.0,5.0
12716,9.5,Skoda,Superb Elegance 1.8 TSI MT,10.0,Dealer,32000,Petrol,Manual,13.1,1798.0,157.75,5.0
12717,1.65,Maruti,Estilo LXI,14.0,Dealer,52028,Petrol,Manual,19.5,1061.0,5.0,5.0
12718,4.95,Maruti,Swift Dzire VXI 1.2 BS IV,8.0,Dealer,39000,Petrol,Manual,22.0,1197.0,81.8,5.0
12719,6.2,Honda,City i VTEC SV,9.0,Dealer,58000,Petrol,Manual,17.8,1497.0,117.3,5.0
12720,8.25,Hyundai,Verna 1.4 VTVT,6.0,Dealer,11500,Petrol,Manual,17.43,1396.0,105.5,5.0
12721,1.7,Maruti,Alto LXi,14.0,Individual,40000,Petrol,Manual,19.7,796.0,46.3,5.0
12722,14.5,Toyota,Innova Crysta 2016-2020 2.4 GX MT,7.0,Dealer,52000,Diesel,Manual,13.68,2393.0,147.51,7.0
12723,5.8,Ford,Ecosport 2015-2021 1.5 Ti VCT MT Ambiente BSIV,8.0,Trustmark Dealer,53620,Petrol,Manual,15.85,1499.0,110.4,5.0
12724,7.45,Mitsubishi,Outlander 2.4,12.0,Dealer,61000,Petrol,Automatic,11.3,2360.0,170.0,5.0
12725,5.5,Maruti,Ciaz VDi Plus,9.0,Dealer,84000,Diesel,Manual,26.21,1248.0,88.5,5.0
12726,8.7,Toyota,Corolla Altis 1.8 G,10.0,Dealer,42000,Petrol,Manual,14.28,1798.0,138.03,5.0
12727,3.4,Toyota,Etios G,12.0,Dealer,55000,Petrol,Manual,17.6,1496.0,88.73,5.0
12728,6.6,Hyundai,i20 1.4 Sportz,6.0,Dealer,69000,Diesel,Manual,22.54,1396.0,88.73,5.0
12729,3.53,Maruti,Swift Dzire Vdi BSIV,12.0,Dealer,48059,Diesel,Manual,19.3,1248.0,73.9,5.0
12730,1.25,Hyundai,Santro Xing GLS,15.0,Dealer,63000,Petrol,Manual,17.92,1086.0,62.1,5.0
12731,8.11,Maruti,Ciaz 1.4 AT Alpha,6.0,Dealer,49000,Petrol,Automatic,19.12,1373.0,91.1,5.0
12732,6.0,Maruti,Baleno Delta 1.2,6.0,Dealer,39000,Petrol,Manual,21.4,1197.0,83.1,5.0
12733,5.0,Honda,Mobilio E i VTEC,7.0,Individual,120000,Petrol,Manual,17.3,1497.0,117.3,7.0
12734,4.7,Hyundai,Grand i10 1.2 Kappa Magna AT,7.0,Dealer,46000,Petrol,Automatic,18.9,1197.0,81.86,5.0
12735,21.0,BMW,3 Series 320d Luxury Line,8.0,Dealer,69000,Diesel,Automatic,22.69,1995.0,190.0,5.0
12736,2.8,Toyota,Etios GD,12.0,Dealer,58360,Diesel,Manual,23.59,1364.0,5.0,5.0
12737,6.15,Maruti,Ciaz ZDi Plus SHVS,8.0,Dealer,52000,Diesel,Manual,28.09,1248.0,88.5,5.0
12738,2.3,Hyundai,i10 Sportz 1.1L,11.0,Individual,44000,Petrol,Manual,19.81,1086.0,68.05,5.0
12739,2.95,Toyota,Etios Liva Petrol TRD Sportivo,12.0,Dealer,55000,Petrol,Manual,18.3,1496.0,5.0,5.0
12740,14.99,Volvo,V40 D3,9.0,Dealer,44000,Diesel,Automatic,16.8,1984.0,150.0,5.0
12741,3.0,Maruti,Wagon R LXI,12.0,Dealer,69000,Petrol,Manual,21.79,998.0,67.05,5.0
12742,16.5,Toyota,Innova Crysta 2016-2020 2.4 VX MT BSIV,7.0,Dealer,63000,Diesel,Manual,13.68,2393.0,147.8,7.0
12743,6.0,Maruti,Swift Dzire AMT VDI,7.0,Dealer,60000,Diesel,Automatic,28.4,1248.0,74.02,5.0
12744,41.0,Mercedes-Benz,CLS 250 CDI,8.0,Dealer,4800,Diesel,Automatic,19.4,2143.0,204.0,4.0
12745,25.0,BMW,X1 sDrive20d Expedition,7.0,Individual,22000,Diesel,Automatic,20.68,1995.0,188.0,5.0
12746,5.5,Hyundai,i20 2015-2017 Magna 1.2,8.0,Dealer,51334,Petrol,Manual,18.6,1197.0,81.83,5.0
12747,2.4,Hyundai,i10 Sportz,12.0,Dealer,50000,Petrol,Manual,20.36,1197.0,78.9,5.0
12748,3.45,Maruti,Wagon R LXI,8.0,Trustmark Dealer,46613,Petrol,Manual,20.51,998.0,67.04,5.0
12749,4.0,DC,Avanti 2.0 L,16.0,Dealer,12000,Petrol,Manual,10.0,2000.0,250.0,2.0
12750,33.5,Mercedes-Benz,GL-Class 220d 4MATIC Sport,8.0,Dealer,40000,Diesel,Automatic,17.9,2143.0,170.0,5.0
12751,4.55,Hyundai,Grand i10 1.2 CRDi Sportz,7.0,Dealer,21000,Diesel,Manual,24.0,1186.0,73.97,5.0
12752,5.85,Maruti,Baleno Delta,6.0,Dealer,19000,Petrol,Manual,21.01,1197.0,81.8,5.0
12753,5.4,Hyundai,Grand i10 AT Asta,9.0,Dealer,41000,Petrol,Automatic,18.9,1197.0,82.0,5.0
12754,4.45,Toyota,Etios Cross 1.4 GD,9.0,Dealer,51500,Diesel,Manual,23.59,1364.0,67.04,5.0
12755,2.0,Honda,City 2017-2020 EXi,16.0,Individual,100000,Petrol,Manual,17.7,1497.0,78.0,5.0
12756,3.95,Honda,Amaze S i-Vtech,10.0,Dealer,49000,Petrol,Manual,18.0,1198.0,86.7,5.0
12757,5.9,Honda,Jazz 1.2 V i VTEC,7.0,Dealer,42000,Petrol,Manual,18.7,1199.0,88.7,5.0
12758,6.8,Maruti,Baleno Zeta 1.2,6.0,Dealer,4000,Petrol,Manual,21.4,1197.0,83.1,5.0
12759,3.75,Toyota,Etios G,8.0,Dealer,45000,Petrol,Manual,16.78,1496.0,88.73,5.0
12760,4.35,Toyota,Etios Liva G,8.0,Trustmark Dealer,21468,Petrol,Manual,17.71,1197.0,78.9,5.0
12761,6.5,Tata,Tigor 1.05 Revotorq XZ,6.0,Individual,40000,Diesel,Manual,24.7,1047.0,69.0,5.0
12762,2.95,Maruti,Ritz VXI,11.0,Dealer,85000,Petrol,Manual,21.1,1197.0,85.8,5.0
12763,3.75,Hyundai,Grand i10 Magna,10.0,Dealer,29000,Petrol,Manual,18.9,1197.0,82.0,5.0
12764,4.1,Maruti,Eeco CNG 5 Seater AC BSIV,5.0,Individual,28500,CNG,Manual,21.94,1196.0,61.7,5.0
12765,14.25,Mercedes-Benz,C-Class C 220 CDI Grand Edition,10.0,Dealer,82000,Diesel,Automatic,11.78,2143.0,167.62,5.0
12766,14.5,Jeep,Compass 1.4 Limited Option,6.0,Dealer,34000,Petrol,Automatic,16.0,1368.0,160.0,5.0
12767,8.9,Hyundai,Creta 1.6 VTVT SX Plus,8.0,Dealer,30000,Petrol,Manual,13.0,1591.0,121.3,5.0
12768,6.25,Honda,Jazz V CVT,7.0,Dealer,34633,Petrol,Automatic,18.2,1199.0,88.7,5.0
12769,6.95,Maruti,Swift Dzire AMT ZDI Plus,7.0,Dealer,63452,Diesel,Automatic,28.4,1248.0,74.02,5.0
12770,3.65,Maruti,Wagon R CNG LXI BSIV,8.0,Trustmark Dealer,37208,CNG,Manual,33.54,998.0,67.04,5.0
12771,6.75,Tata,Safari Storme LX,9.0,Dealer,80000,Diesel,Manual,14.1,2179.0,147.94,5.0
12772,5.95,Hyundai,i20 1.2 Spotz,6.0,Dealer,43000,Petrol,Manual,18.6,1197.0,81.83,5.0
12773,1.2,Maruti,Zen Estilo 1.1 VXI BSIII,15.0,Individual,70000,Petrol,Manual,18.2,1061.0,64.0,5.0
12774,4.75,Honda,City V AT,12.0,Dealer,78000,Petrol,Automatic,15.6,1497.0,116.3,5.0
12775,16.99,Toyota,Camry Hybrid,9.0,Dealer,65000,Petrol,Automatic,19.16,2494.0,158.2,5.0
12776,10.5,Mercedes-Benz,E-Class E250 Petrol,14.0,Dealer,48000,Petrol,Manual,11.2,2497.0,203.0,5.0
12777,6.5,Maruti,Swift AMT VVT ZXI,6.0,Dealer,30000,Petrol,Automatic,22.0,1197.0,81.8,5.0
12778,2.35,Maruti,Alto K10 2010-2014 VXI,12.0,Trustmark Dealer,42489,Petrol,Manual,20.92,998.0,67.1,5.0
12779,27.9,Mercedes-Benz,CLA 200 D Sport Edition,6.0,Dealer,26000,Diesel,Automatic,17.9,2143.0,136.0,5.0
12780,5.45,Hyundai,Verna 1.6 SX CRDI (O) AT,10.0,Dealer,47000,Diesel,Automatic,22.32,1582.0,126.32,5.0
12781,1.65,Hyundai,Santro Xing GLS,15.0,Dealer,20000,Petrol,Manual,17.92,1086.0,62.1,5.0
12782,3.2,Maruti,Wagon R LXI,9.0,Dealer,56931,Petrol,Manual,20.51,998.0,67.04,5.0
12783,5.95,Skoda,Rapid 1.5 TDI AT Style Plus,8.0,Dealer,49000,Diesel,Automatic,21.66,1498.0,103.52,5.0
12784,1.27,Hyundai,Santro Xing GLS,15.0,Individual,36000,Petrol,Manual,17.92,1086.0,62.1,5.0
12785,3.8,Nissan,Sunny Diesel XL,10.0,Dealer,60000,Diesel,Manual,22.71,1461.0,84.8,5.0
12786,8.25,Mahindra,Scorpio S4 Plus,8.0,Dealer,64312,Diesel,Manual,15.4,2179.0,120.0,7.0
12787,8.65,Hyundai,Creta 1.4 CRDi S,6.0,Dealer,73249,Diesel,Manual,21.38,1396.0,88.7,5.0
12788,1.5,Hyundai,i10 Era,13.0,Individual,190000,Petrol,Manual,19.81,1086.0,68.05,5.0
12789,3.65,Maruti,Celerio LXI,9.0,Dealer,34000,Petrol,Manual,23.1,998.0,67.04,5.0
12790,10.99,Toyota,Camry A/T,10.0,Dealer,56000,Petrol,Automatic,12.1,2362.0,164.7,5.0
12791,3.0,Maruti,Wagon R Stingray VXI,10.0,Individual,50000,Petrol,Manual,20.51,998.0,67.04,5.0
12792,4.15,Maruti,Eeco 5 Seater AC BSIV,5.0,Individual,10000,Petrol,Manual,15.37,1196.0,73.0,5.0
12793,5.25,Volkswagen,Ameo 1.0 MPI Comfortline,6.0,Individual,25000,Petrol,Manual,19.44,999.0,75.0,5.0
12794,7.8,Maruti,Vitara Brezza ZDi,7.0,Individual,60000,Diesel,Manual,24.3,1248.0,88.5,5.0
12795,4.25,Maruti,Swift Dzire 1.2 Lxi BSIV,9.0,Dealer,52000,Petrol,Manual,17.5,1197.0,85.8,5.0
12796,19.95,Toyota,Camry Hybrid,8.0,Dealer,87000,Petrol,Automatic,19.16,2494.0,158.2,5.0
12797,4.25,Maruti,Wagon R Stingray AMT VXI,9.0,Dealer,33000,Petrol,Automatic,20.51,998.0,67.04,5.0
12798,4.75,Hyundai,Grand i10 Magna Petrol BSIV,6.0,Dealer,22000,Petrol,Manual,18.9,1197.0,81.86,5.0
12799,19.5,Mercedes-Benz,CLA 200 CGI Sport,8.0,Dealer,32000,Petrol,Automatic,15.04,1991.0,183.0,5.0
12800,8.95,Maruti,Vitara Brezza VDi AMT,6.0,Dealer,29000,Diesel,Automatic,24.3,1248.0,88.5,5.0
12801,18.65,MG,Hector Sharp AT BSIV,5.0,Dealer,4100,Petrol,Automatic,13.96,1451.0,141.0,5.0
12802,5.9,Hyundai,i20 Petrol Spotz,7.0,Dealer,39000,Petrol,Manual,18.6,1197.0,81.86,5.0
12803,14.75,Toyota,Innova Crysta 2016-2020 2.7 VX MT BSIV,8.0,Dealer,18000,Petrol,Manual,11.25,2694.0,163.7,7.0
12804,42.0,BMW,X5 xDrive 30d M Sport,8.0,Dealer,40000,Diesel,Automatic,15.97,2993.0,258.0,5.0
12805,3.95,Maruti,Ertiga VDI,12.0,Dealer,58000,Diesel,Manual,20.77,1248.0,88.76,7.0
12806,1.75,Ford,Figo Petrol EXI,10.0,Individual,60000,Petrol,Manual,15.6,1196.0,70.02,5.0
12807,4.44,Honda,Amaze S i-Vtech,9.0,Dealer,60500,Petrol,Manual,18.0,1198.0,86.7,5.0
12808,12.1,Audi,A4 2.0 TDI 177 Bhp Premium Plus,11.0,Dealer,79000,Diesel,Automatic,17.11,1968.0,174.33,5.0
12809,3.52,Honda,City 1.5 V MT,13.0,Individual,60000,Petrol,Manual,17.0,1497.0,118.0,5.0
12810,1.8,Hyundai,i10 Sportz Option,15.0,Individual,49100,Petrol,Manual,20.36,1197.0,78.9,5.0
12811,14.8,Toyota,Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,7.0,Individual,67000,Diesel,Automatic,11.36,2755.0,171.5,8.0
12812,2.85,Honda,Civic 1.8 V MT,14.0,Dealer,80000,Petrol,Manual,14.8,1799.0,130.2,5.0
12813,3.6,Honda,Civic 1.8 S MT,14.0,Dealer,56000,Petrol,Manual,14.8,1799.0,130.2,5.0
12814,24.0,Volvo,XC 90 D5 AT AWD,10.0,Dealer,24000,Diesel,Automatic,11.1,2400.0,200.0,7.0
12815,1.85,Ford,Figo Diesel Titanium,13.0,Dealer,57349,Diesel,Manual,20.0,1399.0,68.0,5.0
12816,2.65,Honda,Brio S MT,12.0,Dealer,68000,Petrol,Manual,19.4,1198.0,86.8,5.0
12817,6.37,Maruti,Baleno Zeta 1.2,7.0,Dealer,14000,Petrol,Manual,21.4,1197.0,83.1,5.0
12818,13.25,Audi,A6 2.0 TDI Premium Plus,12.0,Dealer,43000,Diesel,Automatic,17.68,1968.0,174.33,5.0
12819,7.5,Maruti,Ciaz 1.4 Zeta,7.0,Dealer,58000,Petrol,Manual,20.73,1373.0,91.1,5.0
12820,5.25,Honda,City i DTec V,9.0,Dealer,63000,Diesel,Manual,26.0,1498.0,98.6,5.0
12821,5.5,Chevrolet,Cruze LTZ AT,11.0,Dealer,68000,Diesel,Automatic,14.39,1998.0,163.7,5.0
12822,4.75,Maruti,Swift Dzire VXI,8.0,Dealer,35000,Petrol,Manual,19.1,1197.0,85.8,5.0
12823,15.75,Honda,CR-V 2.4L 4WD AT,8.0,Dealer,55000,Petrol,Automatic,12.0,2354.0,187.4,5.0
12824,3.45,Hyundai,i20 1.2 Sportz,12.0,Dealer,53000,Petrol,Manual,17.0,1197.0,80.0,5.0
12825,26.75,Ford,Endeavour 2.2 Trend AT 4X2,6.0,Dealer,17000,Diesel,Automatic,12.62,2198.0,158.0,7.0
12826,7.85,Renault,Captur 1.5 Petrol RXT,6.0,Trustmark Dealer,32224,Petrol,Manual,13.87,1498.0,104.55,5.0
12827,2.0,Hyundai,Accent Executive CNG,11.0,Individual,120000,CNG,Manual,13.2,1495.0,93.7,5.0
12828,2.6,Maruti,Wagon R LXI,10.0,Dealer,47000,Petrol,Manual,18.9,998.0,67.1,5.0
12829,11.93,Toyota,Corolla Altis D-4D JS,7.0,Dealer,33000,Diesel,Manual,21.43,1364.0,87.2,5.0
12830,24.99,Audi,Q3 35 TDI Quattro Premium Plus,6.0,Dealer,46500,Diesel,Automatic,15.17,1968.0,181.0,5.0
12831,3.8,Maruti,Wagon R CNG LXI BSIV,6.0,Dealer,55000,CNG,Manual,33.54,998.0,67.04,5.0
12832,3.65,Maruti,Wagon R VXI,8.0,Dealer,61193,Petrol,Manual,18.9,998.0,67.1,5.0
12833,3.85,Maruti,Wagon R VXI BSIII W/ ABS,7.0,Dealer,15000,Petrol,Manual,17.3,1061.0,64.0,5.0
12834,4.2,Maruti,Celerio VXI,5.0,Dealer,30000,Petrol,Manual,21.63,998.0,67.04,5.0
12835,2.75,Honda,City 1.5 S MT,16.0,Dealer,50000,Petrol,Manual,17.0,1497.0,118.0,5.0
12836,6.5,Mahindra,Scorpio S6 7 Seater,9.0,Individual,90000,Diesel,Manual,15.4,2179.0,120.0,7.0
12837,2.75,Maruti,Swift Star LDI,12.0,Dealer,64000,Diesel,Manual,22.9,1248.0,74.0,5.0
12838,10.51,Honda,City i-DTEC ZX,7.0,Dealer,55598,Diesel,Manual,25.6,1498.0,97.9,5.0
12839,7.8,Maruti,Vitara Brezza VDi Option,6.0,Dealer,20000,Diesel,Manual,24.3,1248.0,88.5,5.0
12840,5.5,Honda,City i DTEC V,9.0,Individual,75000,Diesel,Manual,26.0,1498.0,98.6,5.0
12841,5.32,Ford,Ecosport 2015-2021 1.5 Diesel Titanium,9.0,Dealer,73521,Diesel,Manual,21.7,1498.0,98.96,5.0
12842,3.25,Maruti,Swift Dzire VDi,12.0,Dealer,78000,Diesel,Manual,19.3,1248.0,73.9,5.0
12843,3.65,Hyundai,Xcent 1.2 CRDi SX,10.0,Dealer,60000,Diesel,Manual,25.4,1186.0,73.97,5.0
12844,2.4,Hyundai,i10 Era 1.1,14.0,Dealer,80000,Petrol,Manual,19.81,1086.0,68.05,5.0
12845,5.56,Honda,City i DTEC V,10.0,Dealer,88000,Diesel,Manual,26.0,1498.0,98.6,5.0
12846,8.9,Toyota,Corolla Altis 1.8 G CVT,9.0,Dealer,53000,Petrol,Automatic,14.28,1798.0,138.03,5.0
12847,8.25,Honda,City i DTec VX Option,7.0,Dealer,70000,Diesel,Manual,26.0,1498.0,98.6,5.0
12848,17.5,Mercedes-Benz,S-Class S 350 L,14.0,Dealer,52000,Petrol,Automatic,10.13,3498.0,364.9,5.0
12849,9.93,Mahindra,XUV500 W8 1.99 mHawk,8.0,Dealer,57000,Diesel,Manual,16.0,1997.0,140.0,7.0
12850,14.75,Tata,Harrier XT,5.0,Dealer,12000,Diesel,Manual,17.0,1956.0,167.67,5.0
12851,12.9,Mini,Cooper S Carbon Edition,12.0,Dealer,38000,Petrol,Automatic,13.6,1598.0,181.0,4.0
12852,37.0,BMW,X5 xDrive 30d Design Pure Experience 5 Seater,9.0,Dealer,47500,Diesel,Automatic,15.97,2993.0,258.0,5.0
12853,4.65,Maruti,Celerio ZXI AT Optional,8.0,Dealer,2200,Petrol,Automatic,23.1,998.0,67.04,5.0
12854,3.5,Volkswagen,Vento 1.5 TDI Comfortline,11.0,Dealer,55000,Diesel,Manual,20.34,1498.0,103.2,5.0
12855,3.25,Tata,Zest Revotron 1.2 XT,10.0,Dealer,29000,Petrol,Manual,17.57,1193.0,88.7,5.0
12856,3.75,Honda,Amaze VX O i VTEC,10.0,Dealer,52000,Petrol,Manual,18.0,1198.0,86.7,5.0
12857,3.24,Volkswagen,Vento Diesel Trendline,11.0,Dealer,65000,Diesel,Manual,20.54,1598.0,103.6,5.0
12858,8.25,Hyundai,Creta 1.4 E Plus,7.0,Dealer,85000,Diesel,Manual,22.1,1396.0,88.7,5.0
12859,2.4,Maruti,Swift 1.3 LXI,14.0,Dealer,70000,Petrol,Manual,16.1,1476.3274007038713,5.0,5.0
12860,12.49,Mahindra,Scorpio Intelli Hybrid S10,7.0,Dealer,45023,Diesel,Manual,15.4,2179.0,120.0,7.0
12861,17.5,Honda,CR V 2.4L 4WD AT AVN,7.0,Dealer,75000,Petrol,Automatic,12.0,2354.0,187.4,5.0
12862,33.0,Toyota,Fortuner 2016-2021 2.8 2WD AT BSIV,5.0,Dealer,45000,Diesel,Automatic,12.9,2755.0,174.5,7.0
12863,8.0,Honda,City i VTEC V,7.0,Trustmark Dealer,36591,Petrol,Manual,17.8,1497.0,117.3,5.0
12864,6.75,Ford,Ecosport 2015-2021 1.5 Diesel Titanium,8.0,Dealer,72000,Diesel,Manual,21.7,1498.0,98.96,5.0
12865,5.1,Ford,Ecosport 1.5 Ti VCT MT Trend,10.0,Dealer,55000,Petrol,Manual,15.8,1499.0,110.0,5.0
12866,4.25,Renault,Duster 110PS Diesel RxZ,11.0,Dealer,70931,Diesel,Manual,19.01,1461.0,108.45,5.0
12867,5.5,Hyundai,i20 2015-2017 Asta Option 1.2,8.0,Dealer,60000,Petrol,Manual,18.6,1197.0,81.83,5.0
12868,2.99,Maruti,Wagon R LX BS IV,8.0,Dealer,58000,Petrol,Manual,18.9,998.0,67.1,5.0
12869,36.8,Audi,A5 Sportback,7.0,Dealer,36000,Diesel,Automatic,19.2,1968.0,187.74,5.0
12870,7.6,Hyundai,Creta 1.6 CRDi SX,8.0,Dealer,58500,Diesel,Manual,19.67,1582.0,126.2,5.0
12871,2.99,Volkswagen,Polo Diesel Trendline 1.2L,11.0,Dealer,53000,Diesel,Manual,22.07,1199.0,73.9,5.0
12872,4.25,Maruti,Kizashi CVT,13.0,Dealer,63000,Petrol,Automatic,10.0,2393.0,175.6,5.0
12873,5.5,Maruti,Ertiga VXI ABS,9.0,Dealer,51342,Petrol,Manual,16.02,1373.0,93.7,7.0
12874,6.5,Maruti,Ciaz ZDi Plus,7.0,Dealer,39000,Diesel,Manual,26.21,1248.0,88.5,5.0
12875,7.35,Maruti,Ciaz VDi Plus SHVS,7.0,Dealer,55000,Diesel,Manual,28.09,1248.0,88.5,5.0
12876,4.35,Maruti,Swift LXI Option,8.0,Dealer,45000,Petrol,Manual,20.4,1197.0,81.8,5.0
12877,1.99,Fiat,Linea T Jet Emotion,14.0,Dealer,42000,Petrol,Manual,15.7,1368.0,112.4,5.0
12878,4.75,Hyundai,Verna 1.6 SX CRDI (O) AT,11.0,Dealer,68000,Diesel,Automatic,22.32,1582.0,126.32,5.0
12879,5.65,Maruti,Baleno Zeta Automatic,8.0,Dealer,60001,Petrol,Automatic,21.4,1197.0,83.1,5.0
12880,2.95,Honda,Brio S MT,11.0,Dealer,61000,Petrol,Manual,19.4,1198.0,86.8,5.0
12881,4.25,Honda,Amaze VX AT i-Vtech,11.0,Dealer,53000,Petrol,Automatic,15.5,1198.0,86.7,5.0
12882,8.33,Hyundai,Creta 1.6 CRDi AT SX Plus,9.0,Dealer,58000,Diesel,Automatic,17.01,1582.0,126.2,5.0
12883,2.36,Maruti,Wagon R LXI BSIII,12.0,Dealer,45000,Petrol,Manual,14.0,1061.0,64.0,5.0
12884,5.5,Toyota,Innova 2.5 GX (Diesel) 7 Seater,12.0,Dealer,67000,Diesel,Manual,12.99,2494.0,100.0,7.0
12885,9.5,Tata,Hexa XE,7.0,Individual,110000,Diesel,Manual,17.6,2179.0,147.94,7.0
12886,16.0,Toyota,Innova Crysta 2016-2020 2.4 GX MT BSIV,6.0,Dealer,36000,Diesel,Manual,13.68,2393.0,147.8,7.0
12887,3.9,Maruti,Swift VXI,10.0,Dealer,55000,Petrol,Manual,21.21,1197.0,81.8,5.0
12888,5.7,Maruti,Swift VXI 2018,6.0,Dealer,18000,Petrol,Manual,22.0,1197.0,81.8,5.0
12889,3.2,Maruti,Alto 800 LXI,6.0,Dealer,9800,Petrol,Manual,22.74,796.0,47.3,5.0
12890,4.0,Toyota,Etios Liva G,10.0,Trustmark Dealer,35550,Petrol,Manual,17.71,1197.0,78.9,5.0
12891,9.25,Honda,City SV MT,5.0,Dealer,16000,Petrol,Manual,17.4,1497.0,117.6,5.0
